comments_id,comment-date,comment-author,comment,comment-likes,video-id,video-title,video-date,video-link,video-likes,video-views,video-channel,video-comment-count,final_type,transformed_comment
5820.Ugzjw7D2lA6LPrePUnx4AaABAg,2020-12-13T21:42:08Z,romildo da costa,K tech o meu está do ND ficando com a tela meio amarelada aí pra resolver tem que ativar modo leitura e desativar que volta estranho isso,1,4Nd3-TcoU4s,POCO X3 NFC já está na MÃO 😱 O MELHOR CUSTO BENEFÍCIO de TODOS !,2020-09-07T22:00:01Z,https://www.youtube.com/watch?v=4Nd3-TcoU4s,26587,362999,K Tech,2313,0, k tech nd fic tel mei amarel ai resolv ativ mod leitur desativ volt estranh
5822.UgzWI66TaNBYrGN2yUV4AaABAg,2021-05-31T22:03:46Z,Eduardo Alves,"O problema é que ninguém mostra como é o leitor de música e o rádio fm... Se tem ou não.. Porque eu sempre gostei da lg e sempre vou trocando de cel... Só que muitas vezes o atual faltava alguma coisa que o anterior tinha.. Tipo o k11 por exemplo não tinha rádio fm, ja o k10 sim",0,6NgZeAQLdqA,LG K22 é bom? Vale a Pena? Análise Completa,2020-09-30T21:00:00Z,https://www.youtube.com/watch?v=6NgZeAQLdqA,3507,132714,Canal É Bom?,817,1, problem ningu mostr leitor music radi fm nao porqu sempr gost lg sempr vou troc cel muit vez atual falt algum cois anterior tip k11 exempl nao radi fm k10 sim
5824.Ugw6XcmJ7fefrwko3uF4AaABAg,2021-06-27T01:53:12Z,Roumario Bottoli,Será q esse celular roda o aplicativo da Dji fly ? Alguém tem aí comenta,0,4DV9lgzEKcI,"Redmi Note 9, esse XIAOMI tá vendendo MUITO! Será uma BOA OPÇÃO pra VOCÊ? Assista esse vídeo",2020-08-11T15:10:00Z,https://www.youtube.com/watch?v=4DV9lgzEKcI,50925,743566,Gesiel Taveira,4488,0, celul rod aplic dji fly algu ai coment
5825.UgyNr476_u68xlkHLrl4AaABAg,2021-06-16T17:40:34Z,Vitória,Galaxy A71 ou xiaomi redmi note 10?,0,TXRGXFVxlEc,Galaxy A71 - O NOVO GIGANTE DA SAMSUNG! Unboxing e Impressões,2020-03-17T15:40:00Z,https://www.youtube.com/watch?v=TXRGXFVxlEc,78398,1220889,Gesiel Taveira,5091,1, galaxy a71 xiaom redm not 10 
5828.UgxA6pPaLc5fy0LWsCZ4AaABAg,2021-01-08T04:18:32Z,Mariana Ribeiro Moço,E eu aqui lutando com meu Moto G4 play de 16g ROM + 2g RAM (e bateria dando adeus 😅),0,H_k3MRxVk7A,"Galaxy A10s, A20s, A30s, A51 e A71 [Comparativo]",2020-06-19T16:00:07Z,https://www.youtube.com/watch?v=H_k3MRxVk7A,28268,462534,Canaltech,1886,0, aqu lut mot g4 play 16g rom 2g ram bat dand adeus :rosto_risonho_com_gota_de_suor: 
5829.UgyQBNyQwm4_LTXz-3F4AaABAg,2021-03-14T13:16:28Z,Bruno Albano,0:17 Guardiões da politicagem correteira vindo às carreiras e tropeços pra te sensurar e cancelar.;Cuidado!;Ótimo análise. Estou em dúvida entre S20 e Redmi Note 10 Pro.,0,tO7miBhfw5E,"GALAXY S20: mais ""BARATO"", mas não PIOR | Análise / Review",2020-03-20T01:38:25Z,https://www.youtube.com/watch?v=tO7miBhfw5E,8075,220575,TudoCelular,463,0, 0 17 guardio politicag correteir vind carreir tropec sensur cancel cuid otim analis duv s20 redm not 10 pro 
5832.UgyrEX9ir5GUw-x-7m14AaABAg,2020-12-22T13:03:18Z,Neder Balloute,"Minha cunhada comprou esse pcs01, 64gb.;Achamos ótimo, câmera boazinha, bateria boa e até rápido.;Porém, com 24h de uso tivemos q voltar ao Carrefour pra trocar o aparelho.;A bateria dele esquentou tanto no uso mais hard que simplesmente apagou com 58%. E não ligava de jeito nenhum.;E o volume do som é péssimo.;Uma pena. Trocamos pelo moto e play que é muito lento.",0,EpKqOYU3_xw,"Philco Hit PCS01, o primeiro smartphone da empresa que é cheio de acertos [ANÁLISE/REVIEW]",2020-06-26T16:00:12Z,https://www.youtube.com/watch?v=EpKqOYU3_xw,14294,139114,Canaltech,635,1, cunh compr pcs01 64gb acham otim cam boazinh bat boa rap por 24h uso volt carrefour troc aparelh bat esquent tant uso hard simples apag 58 nao lig jeit nenhum volum som pessim pen troc mot play lent 
5833.Ugy-PkuUhX0HYQc-rdB4AaABAg,2020-06-08T02:01:19Z,Francisco Berredo Junior,O Note 10 plus tem sensor de batimentos e Oximetria? Li Review que falava que havia sido retirado justamente no Note 10 e Note 10 Plus,0,Jl5x6H15zAg,SAMSUNG GALAXY NOTE 10 PLUS (review) A REAL!!,2019-10-06T14:51:30Z,https://www.youtube.com/watch?v=Jl5x6H15zAg,17809,343513,Dudu Rocha,908,0, not 10 plus sensor batiment oximetr li review fal hav sid retir just not 10 not 10 plus
5834.Ugx8IKRNU7uR9quJ8mF4AaABAg,2021-06-21T20:44:14Z,kingsmanstark28,"Cara olha o meu funciona perfeitamente e nunca aconteceu isso , cod eu n testei mas FF roda liso , se quiser posso testar",1,HmaRL18FqUU,Um Smartphone BARATO com 128GB no BRASIL? Esse PHILCO HIT P10 é bom? Unboxing e Impressões,2021-03-15T14:15:01Z,https://www.youtube.com/watch?v=HmaRL18FqUU,21290,240946,Gesiel Taveira,1472,1, car olha funcion perfeit nunc acontec cod n test ff rod lis quis poss test
5837.Ugwz9_yCqGuVIq_asi94AaABAg,2020-12-11T21:25:48Z,Joelen Cristina,Esta por 1700 na americana vale a pena ?,0,ZtcIhxlHqqs,"SAMSUNG GALAXY M51 | Com 7000 mAh, Essa BATERIA é IGNORANTE! Unboxing e Impressões",2020-11-11T23:27:24Z,https://www.youtube.com/watch?v=ZtcIhxlHqqs,6291,75394,brasiliGEEKS,526,1, 1700 american val pen 
5840.UgzQfm-0YsNkRqSqAxF4AaABAg,2020-11-04T01:57:54Z,Adriano Altmeier,S20 ultra e melhor que esse Motorola ai.,0,RtUdGZlZeVA,"Motorola Edge+, o MELHOR SMARTPHONE de 2020 até agora [Análise/Review]",2020-08-03T17:00:07Z,https://www.youtube.com/watch?v=RtUdGZlZeVA,23350,263371,Canaltech,732,1, s20 ultra melhor motorol ai 
5841.UgxR_eQaLJyPlXJ47Bd4AaABAg,2019-08-08T09:56:51Z,Caio Moreira,"6,8 polegadas? Valha senhor da qui a pouco vira um tablet",0,lRLsmuAYs3Y,Samsung Galaxy Note 10 e 10+: primeiras impressões dos smartphones grandões - TecMundo,2019-08-07T20:00:10Z,https://www.youtube.com/watch?v=lRLsmuAYs3Y,9317,127760,TecMundo,374,1, 6 8 poleg valh senhor qui pouc vir tablet
5845.UgyRpBu__F0I9RF3STx4AaABAg,2021-05-31T14:27:19Z,Tiago Aue,Muito bom o vídeo. Ajudou bastante.;;Você lembra um personagem da Escolinha do Professor Raimundo. rs;;Valeuu!!!,0,V2Ok_WldtBY,"Poco X3 PRO, um Xiaomi com Snapdragon 860 | Pocophone Gamer? [Análise/Review] e [Comparativo]",2021-05-08T14:00:07Z,https://www.youtube.com/watch?v=V2Ok_WldtBY,10180,117625,Canaltech,703,1, bom vid ajud bastant lembr personag escolinh professor raimund rs valeuu 
5846.Ugxch5wg6aaqCxTTGO54AaABAg,2021-02-11T05:35:12Z,Manoel Aguiar,Gente... Esse preço é um tapa na cara num mundo em pandemia. Acho q mesmo se eu tivesse dinheiro eu teria vergonha do meu privilégio em comprar isso.,3,TLZBUC-qieY,Samsung Galaxy S21 Ultra REVIEW: o celular Android MAIS COMPLETO do mercado – TecMundo,2021-02-09T14:05:01Z,https://www.youtube.com/watch?v=TLZBUC-qieY,4632,63509,TecMundo,438,-1, gent prec tap car mund pandem acho dinheir vergonh privilegi compr 
5847.UgzJ-y01JQA2Xvc8gDJ4AaABAg,2021-06-27T13:56:38Z,dheivity,Tô em dúvida entre esse ou o poço x3 pro,0,qquxfVwxcjI,"Redmi Note 9S, o QUERIDINHO da XIAOMI CHEGOU AQUI! Unboxing e Impressões",2020-05-14T15:10:00Z,https://www.youtube.com/watch?v=qquxfVwxcjI,77979,997600,Gesiel Taveira,7885,1, to duv poc x3 pro
5850.UgyxHA4Jqsp5leNNBd54AaABAg,2021-06-09T20:35:48Z,fanny jikook,O meu cll é idêntico ao do vídeo,0,-gANghKyLiY,"MOTO E7 POWER (Sim, MAIS UM)! BATERIA ENORME e Preço ABAIXO dos MIL REAIS | Unboxing e Impressões",2021-02-23T22:27:27Z,https://www.youtube.com/watch?v=-gANghKyLiY,3034,53330,brasiliGEEKS,348,1, cll ident vid
5851.Ugy70XLW7s6KaZfAW654AaABAg,2019-08-08T11:46:14Z,Simplifica,"*Uma pena,* _já atravessei a fronteira da Coréia do Sul pra China_ (Samsung > Xiaomi) ✓",0,lRLsmuAYs3Y,Samsung Galaxy Note 10 e 10+: primeiras impressões dos smartphones grandões - TecMundo,2019-08-07T20:00:10Z,https://www.youtube.com/watch?v=lRLsmuAYs3Y,9317,127760,TecMundo,374,1, pen atravess fronteir cor sul chin samsung xiaom 
5852.Ugyp-g5WhZw0WgXW-b54AaABAg,2020-12-31T15:04:23Z,Luanzovisk,"tenho um s7 ate hoje, fico ate hoje achando a camera top",0,pAlMOtJUH5I,"IPhone 12: cara de iPhone 4, 5G e meio ambiente [Análise]",2020-10-31T21:00:05Z,https://www.youtube.com/watch?v=pAlMOtJUH5I,28744,334518,Canaltech,1185,1, s7 hoj fic hoj achand cam top
5853.Ugw0AIDFrOuBXO-yrs94AaABAg,2020-07-01T22:16:03Z,Aúgusto 1974,Sim desde que tenha nfc,0,Tp4JrKQ_Bc0,PERFEITO PELO PREÇO💲Xiaomi Redmi 9 Global🔥Análise,2020-06-30T16:43:18Z,https://www.youtube.com/watch?v=Tp4JrKQ_Bc0,2623,52637,Tiago Ramos,240,0, sim desd nfc
5854.UgzIrKsE2NSZRJlxXrF4AaABAg,2021-06-20T09:42:25Z,GUTERA,Eu assistindo no meu poderoso j5,0,_zJ5bM2SjJI,"Galaxy S21 Ultra vs iPhone 12 Pro Max, o melhor APPLE vs o melhor SAMSUNG [Comparativo]",2021-02-24T00:11:03Z,https://www.youtube.com/watch?v=_zJ5bM2SjJI,51660,953990,Canaltech,2855,1, assist poder j5
5855.UgyNTNHmo0xVNgLpWx94AaABAg,2018-12-03T00:09:20Z,Anna Amaral,Ganhei um iPhone SE do meu marido💕 e Ameiii😍😍,0,al5r88qwApI,Apple iPhone SE [Review] - TecMundo,2016-05-25T22:13:13Z,https://www.youtube.com/watch?v=al5r88qwApI,16259,575158,TecMundo,1356,1, ganh iphon mar :dois_coracoes: ameii :rosto_sorridente_com_olhos_de_coracao: :rosto_sorridente_com_olhos_de_coracao: 
5857.Ugytg9PuHJj0QF9Vuwl4AaABAg,2020-12-08T03:55:49Z,Gabriel Saraivo,Tenho um Redmi Note 8 mas estou pensando em trocar será q o Mi 10 Lite seria uma boa?,0,AIPNojToH_M,"CHEGOU! Xiaomi Mi 10 Lite 5G, realmente INCRÍVEL? Unboxing e Impressões",2020-08-22T16:00:02Z,https://www.youtube.com/watch?v=AIPNojToH_M,15977,142515,Gesiel Taveira,971,0, redm not 8 pens troc mi 10 lit boa 
5862.UgyvNDJrrpc3Yomi7Q14AaABAg,2020-11-17T05:55:25Z,Victor Gabriel,Por que Não É Bom Pra Jogar ???? Trava ? Mais Não Tem 3GB?,1,ACENQ2gehvM,LG K22 + | VALE A PENA? PARA QUEM É?,2020-10-21T06:21:07Z,https://www.youtube.com/watch?v=ACENQ2gehvM,2649,75679,Área Tech,475,0, nao bom jog trav nao 3gb 
5865.UgzvGUuawNZBm_PcvPN4AaABAg,2020-11-14T09:22:20Z,Marcio Danobeytia,Medo!!! A última vez que comprei um LG tomei no c..... Com 1.800,0,z7rKZPLLUUQ,LG VELVET 5G tá na MÃO e QUE CÂMERA TOOOOP 📸,2020-08-10T22:00:21Z,https://www.youtube.com/watch?v=z7rKZPLLUUQ,14966,199797,K Tech,994,1, med ultim vez compr lg tom c 1 800
5866.UgxD_bjKtkUevBi2Fwx4AaABAg,2021-07-03T23:22:32Z,Ernandes José da Costa,Boa noite gesiel esse xaimi 10 tem afucao nfc,0,AIPNojToH_M,"CHEGOU! Xiaomi Mi 10 Lite 5G, realmente INCRÍVEL? Unboxing e Impressões",2020-08-22T16:00:02Z,https://www.youtube.com/watch?v=AIPNojToH_M,15977,142515,Gesiel Taveira,971,1, boa noit gesiel xaim 10 afuca nfc
5867.UgxckG_I7DPFMTlMLu54AaABAg,2021-02-15T22:15:22Z,Diego mota tavares Mota,Eles tem carregamento por indução?;Vem com carregador?,0,3YZQbBBdtcE,"NOVOS XIAOMI: Mi 10T, Mi 10T PRO e Mi 10T Lite. Mas chegaram recebendo CRÍTICAS!",2020-10-02T18:35:01Z,https://www.youtube.com/watch?v=3YZQbBBdtcE,10072,134717,Gesiel Taveira,493,0, carreg induca vem carreg 
5868.UgzZYKEdGfytQuCjMi94AaABAg,2020-11-23T07:07:49Z,Weles Miyakuni,"Tenho o iPhone 11 e minha esposa pegou o iPhone 12!Conclusão,o 12 é show!!!!",0,kEn-f2BN-Vw,IPHONE 12: HANDS ON!,2020-10-27T14:46:16Z,https://www.youtube.com/watch?v=kEn-f2BN-Vw,10613,182232,Loop Infinito,721,0, iphon 11 espos peg iphon 12 conclusa 12 show 
5870.UgyMjrgS33PqqtJGCp14AaABAg,2021-01-02T14:21:29Z,Krieffer,Pode se dizer que esse é o verdadeiro sucessor do Redmi Note 7?,0,2p_i0hemb4E,REDMI NOTE 9S: MELHOR CUSTO-BENEFÍCIO da nova família da XIAOMI | Análise / Review,2020-06-29T23:32:20Z,https://www.youtube.com/watch?v=2p_i0hemb4E,5045,154051,TudoCelular,469,0, pod diz verdadeir sucessor redm not 7 
5871.UgxVrLCWzh5wcmmQqMl4AaABAg,2020-10-24T04:06:07Z,Anny Costa,"Eu jurei q a comparação era moto g9+ , one Fusion, one Fusion+, one Zoom e One Hyper",0,nfqOY-5_2Go,Motorola One Macro vs Hyper vs Fusion e Fusion+ [Comparativo],2020-10-15T00:00:10Z,https://www.youtube.com/watch?v=nfqOY-5_2Go,9632,135126,Canaltech,552,1, jur comparaca mot g9 one fusion one fusion one zoom one hyper
5874.UgywwO27FcTSpESRYq54AaABAg,2019-12-07T10:00:15Z,Roni Cláudio,Análise ou queimação ? Cara chato,0,4V8j2HU-Ljk,XIAOMI MI 9 vale a pena? | Análise / Review Completo,2019-06-16T17:30:00Z,https://www.youtube.com/watch?v=4V8j2HU-Ljk,22834,563628,EscolhaSegura,1078,1, analis queimaca car chat
5875.UgzJNXtRP36ynacUN154AaABAg,2020-11-25T14:07:07Z,Wilker Yankev,fala mn eu comprei o A10s com 64 gb e 4 gb ram,0,34hjRzCIk8g,Galaxy A10s vs. A20s vs. A30s [Comparativo],2020-01-24T00:00:00Z,https://www.youtube.com/watch?v=34hjRzCIk8g,30947,527370,Canaltech,2074,0, fal mn compr a10s 64 gb 4 gb ram
5876.UgzLI6S3thcWltWPHp94AaABAg,2020-08-04T08:05:22Z,Eunicio Cunha,Esse cara é muito hilário....show de bola...,2,aKHKOSX7AgA,Mi 10 5G: a versão sem graça do principal modelo da Xiaomi de 2020 [Análise/Review],2020-08-03T00:00:00Z,https://www.youtube.com/watch?v=aKHKOSX7AgA,9902,155935,Canaltech,239,1, car hilari show bol 
5877.UgwvM8c4rzb7rX71Tyd4AaABAg,2020-08-22T14:15:23Z,Mateus Silva,Assistindo do meu note 9s,0,77Xi8ZGhclY,XIAOMI REDMI NOTE 9S vale a pena? Tá custo benefício? // análise completa!,2020-06-13T13:30:00Z,https://www.youtube.com/watch?v=77Xi8ZGhclY,10442,156251,EscolhaSegura,926,0, assist not 9s
5879.Ugz3NMTjKToMlW1n03h4AaABAg,2020-10-07T16:41:15Z,Marcos aurelio,A linha note é diferenciada de todos smartphones  com certeza a mais top ;Adquiri um note 10 só troco pelo note 20,0,vOVz5rPk2vU,GALAXY NOTE 10 e GALAXY NOTE 10 PLUS!,2019-08-07T23:00:51Z,https://www.youtube.com/watch?v=vOVz5rPk2vU,196838,2130935,Coisa de Nerd,5604,1, linh not diferenc tod smartphon certez top adquir not 10 troc not 20
5882.Ugz1nuTXBjH5V-gQCKV4AaABAg,2021-01-12T22:37:48Z,MonisSilva Silva,"Já uso a marca LG algum tempo, comprei agora o k22 e estou com dificuldade em baixar vídeo e áudio do whatsapp.n sei mas qual função procurar.",3,6NgZeAQLdqA,LG K22 é bom? Vale a Pena? Análise Completa,2020-09-30T21:00:00Z,https://www.youtube.com/watch?v=6NgZeAQLdqA,3507,132714,Canal É Bom?,817,1, uso marc lg algum temp compr agor k22 dificuldad baix vid audi whatsapp n sei funca procur 
5885.UgxGPw4bmH8sA01WpbV4AaABAg,2021-06-01T16:59:49Z,Romildo Lopes,"ajudou e muito, valeu!",1,1SNLCknahKU,Olha ele! REDMI 9A - O XIAOMI MAIS BARATO DE 2020! VALE A PENA? Unboxing e Primeiras Impressões,2020-08-04T22:00:01Z,https://www.youtube.com/watch?v=1SNLCknahKU,10724,266802,L Tech,1394,1, ajud val 
5887.UgxZWdryx-4sqiqQBUt4AaABAg,2020-12-23T16:29:46Z,Jack Assets,"Estou com o s20+ a 5 dias e o resumo de tudo é, vc paga por um aparelho top de linha e tem que capar tanto para economizar bateria que acaba ficando um celular mediano. Acabei optando por devolver com dor no coração, o aparelho é excelente em todos os aspectos, tirando a bateria.",0,AIK3P1jZ4T4,4 meses com o Galaxy S20: Sucesso ou decepção? (Review e opinião),2020-08-04T20:03:09Z,https://www.youtube.com/watch?v=AIK3P1jZ4T4,10723,180031,Rodrigo Vieira - RSSV,815,1, s20 5 dias resum tud vc pag aparelh top linh cap tant economiz bat acab fic celul median acab optand devolv dor coraca aparelh excelent tod aspect tir bat 
5889.UgzRNgvqPhc9Voj9W3R4AaABAg,2021-06-07T14:37:26Z,Rani Beatriz,Agora posso dizer que estou assistindo esse vídeo do meu Poco X3 NFC. Esse celular é tudo!!,0,6Kr5NbtA9uE,"CHEGOU! POCO X3 NFC da XIAOMI, o SMARTPHONE mais BARATO com TELA de 120Hz - Unboxing e Impressões",2020-10-26T18:20:00Z,https://www.youtube.com/watch?v=6Kr5NbtA9uE,52119,779996,Gesiel Taveira,3552,1, agor poss diz assist vid poc x3 nfc celul tud 
5890.Ugza3lpq_jxI3wEDiv94AaABAg,2020-11-17T23:46:42Z,Matheus Dale Capela ☯️,Eu tenho ele e o Galaxy a21s,0,jzZLMpG59xs,MOTOROLA ONE FUSION PLUS! Sem DÚVIDA o REI do CUSTO BENEFÍCIO da MOTOROLA! REVIEW!,2020-09-21T21:15:04Z,https://www.youtube.com/watch?v=jzZLMpG59xs,7573,117468,Be!Tech,746,1, galaxy a21s
5891.UgyhgD6CAhEo0LOndv14AaABAg,2020-07-01T00:15:03Z,Maria Letícia,"Cada vídeo que eu vejo, fico mais apaixonada por esse aparelho! Tô doida pra comprar, só falta o dinheiro kkkk",0,2Hlm1PNyyg8,"CHEGOU! Redmi Note 9S, o NOVO queridinho dos brasileiros? [Unboxing]",2020-04-30T22:15:00Z,https://www.youtube.com/watch?v=2Hlm1PNyyg8,20524,227574,Canaltech,906,1, cad vid vej fic apaixon aparelh to doid compr falt dinheir kkkk
5895.Ugy78zoizJlgXNB-jER4AaABAg,2021-06-22T00:17:56Z,bills jgames,O meu nao demorar muito pra carregar nao 2 horas no minimo,0,MywBmKaRyRc,MOTO E7 PLUS - 4 MOTIVOS PARA COMPRAR E 4 PARA NÃO COMPRAR!!! 💸,2021-04-01T21:26:11Z,https://www.youtube.com/watch?v=MywBmKaRyRc,3388,50056,DicioTech - Por Gabriell Dassi,622,0, nao demor carreg nao 2 hor minim
5896.UgwrGsypAaPsS-AaVXp4AaABAg,2020-07-17T16:56:03Z,Eros Marcus,O que vc quis dizer quando disse que elee não são bons para quem gosta de pagar contas pelo aplicativo do celular?,0,GpGs-y_ylCw,Motorola One Fusion e Fusion+: novos celulares com bateria de até 2 dias no Brasil! - TecMundo,2020-07-16T12:57:17Z,https://www.youtube.com/watch?v=GpGs-y_ylCw,6274,91906,TecMundo,435,1, vc quis diz diss ele nao bons gost pag cont aplic celul 
5897.Ugx0n6MEKX2pWGYbLr94AaABAg,2021-05-23T16:09:04Z,Eliabe Mendes,Agradeço a todos que usarem.                          Codigo Tiktok Lite K9156784                               Codigo Tiktok J185107777                               Codigo Kwai 514705756,0,4Nd3-TcoU4s,POCO X3 NFC já está na MÃO 😱 O MELHOR CUSTO BENEFÍCIO de TODOS !,2020-09-07T22:00:01Z,https://www.youtube.com/watch?v=4Nd3-TcoU4s,26587,362999,K Tech,2313,1, agradec tod usar codig tiktok lit k9156784 codig tiktok j185107777 codig kwa 514705756
5902.UgzPcwniH1fKEUHe3T54AaABAg,2020-12-29T09:50:10Z,marcos pereira da silva,"Tenho esse celular e não tenho nada do que reclamar. ;Até porque já usei vários celulares bons.;Mas sobre jogos, eu não coloco isso no meu celular,  jogos só serve pra acabar com a vida útil da sua bateria.;;Sobre NFC?  Nem ligo pra isso.;Já tive celulares que tinha isso e nunca usei esse lixo.  Prefiro pagar contas pessoalmente ou pelos aplicativos dos bancos como faço direto.;;Desse M31 quero partir pro M51;Melhor ainda",0,Z_U42P0ys00,"Review GALAXY M31! O que REALMENTE IMPORTA, ELE TEM! SAMSUNG MANDOU BEM!",2020-07-25T14:35:33Z,https://www.youtube.com/watch?v=Z_U42P0ys00,7226,93160,Be!Tech,820,1, celul nao nad reclam porqu use vari celul bons sobr jog nao coloc celul jog serv acab vid util bat sobr nfc lig celul nunc use lix prefir pag cont pessoal aplic banc fac diret dess m31 quer part pro m51 melhor aind
5904.UgyGBNY6lVxc47nPMHN4AaABAg,2019-09-19T20:10:56Z,daniel s,"ainda insistem na tela curva. tenho o Note 9 e acho que é o principal defeito do aparelho. Reflexo o tempo todo, toque acidental e dificuldade de usar a s pen nas bordas.",2,ZRx4mTDMmzA,Samsung Galaxy Note 10+ | Review Tecnoblog,2019-09-06T20:00:02Z,https://www.youtube.com/watch?v=ZRx4mTDMmzA,6774,158046,Tecnoblog,343,-1, aind insist tel curv not 9 acho principal defeit aparelh reflex temp tod toqu acidental dificuldad usar s pen bord 
5906.UgxioEH35BWgYWLVgzN4AaABAg,2021-04-13T00:09:27Z,Gabriel Moreira,"*Uma coisa que eu percebi é que o S21 já abaixou MUUUITO de preço, mais do que nos ultimos anos com os outos modelos, ele lançou por R$5999 e no momento que escrevo isso ele está por R$3644 no MagazineVocê. Eu nunca tinha visto um top da Samsung baixar assim tão rápido*",17,kvn92oHxgvk,SAMSUNG GALAXY S21 PLUS - vale mais a pena que o S21 e o S21 ULTRA? // Análise ( PÓS UPDATES! ),2021-04-12T21:30:02Z,https://www.youtube.com/watch?v=kvn92oHxgvk,4784,62221,EscolhaSegura,263,1, cois perceb s21 abaix muuuit prec ultim anos out model lanc r 5999 moment escrev r 3644 magazinevoc nunc vist top samsung baix assim tao rap 
5909.UgyxvE4KC5N1rugs4ih4AaABAg,2020-10-28T19:29:29Z,Elaine Cristina Oliveira Vieira,"Vendo do meu redmi not9S, é muito maravilhoso MEU DEUS 😍😍😍😍",1,bKK4VnZ_vbk,REDMI NOTE 9S! O melhor CUSTO BENEFÍCIO da FAMÍLIA REDMI? A XIAOMI ACERTOU? REVIEW!,2020-07-28T21:35:08Z,https://www.youtube.com/watch?v=bKK4VnZ_vbk,6378,84493,Be!Tech,807,1, vend redm not9s maravilh deus :rosto_sorridente_com_olhos_de_coracao: :rosto_sorridente_com_olhos_de_coracao: :rosto_sorridente_com_olhos_de_coracao: :rosto_sorridente_com_olhos_de_coracao: 
5910.UgxXuL0hWysIl_5G8j54AaABAg,2020-10-09T20:04:25Z,Glauber Rodrigues,Mandala foi massa essa kkkk,0,34hjRzCIk8g,Galaxy A10s vs. A20s vs. A30s [Comparativo],2020-01-24T00:00:00Z,https://www.youtube.com/watch?v=34hjRzCIk8g,30947,527370,Canaltech,2074,1, mandal mass kkkk
5914.Ugw3WFmRtGvSpI7FAgp4AaABAg,2020-02-25T18:26:04Z,erick henrique,o celular da anitta haha,0,npCMuKdtDKI,GALAXY NOTE 10+ vale a pena? | Análise / Review,2019-09-07T13:30:04Z,https://www.youtube.com/watch?v=npCMuKdtDKI,19166,273305,EscolhaSegura,832,0, celul anitt hah
5916.UgysoMdx586LL2pf-0J4AaABAg,2020-12-15T12:25:37Z,iago Silva,"Com R$14,000 da pra vc dar uma volta em Orlando, comprar o iPhone e conhecer a Disney",0,zSioYBDGtpU,"IPhone 12 Pro, ACERTO ou ERRO da Apple? [Análise/Review]",2020-10-30T19:15:03Z,https://www.youtube.com/watch?v=zSioYBDGtpU,15577,161883,Canaltech,654,1, r 14 000 vc dar volt orland compr iphon conhec disney
5917.Ugyv_i_8d11bv-jyjtN4AaABAg,2020-11-14T14:13:20Z,Bangtan Moon,"Estou chegando a conclusão para esses caras, tirando os top de linha todos os celulares são ruins",1,wxxsLxWZjcs,"REDMI 9 ainda é um CELULAR BARATO e BOM DE JOGO, mas com PROBLEMAS | Análise / Review",2020-10-23T22:51:31Z,https://www.youtube.com/watch?v=wxxsLxWZjcs,3159,56633,TudoCelular,685,1, cheg conclusa car tir top linh tod celul ruins
5918.UgxE3f-fvlt1xBHxAfx4AaABAg,2020-08-02T14:13:20Z,ZeLLsz,Alguém sabe me informar se  o M31 lê a frequência do wi-fi 5hz?,1,uhZwOBzOSMI,SAMSUNG GALAXY M31 é a OPÇÃO do MOMENTO? Vale MESMO a pena? // Análise & Review Completo!,2020-07-30T23:34:39Z,https://www.youtube.com/watch?v=uhZwOBzOSMI,7637,85525,EscolhaSegura,688,1, algu sab inform m31 le frequenc wi fi 5hz 
5920.UgytuSnTlv807bLtrkh4AaABAg,2021-04-23T05:27:44Z,Comentador,Hoje o preço gira em torno de 2.200 a 2.399,1,jSv8fxe3_KU,"GALAXY NOTE 10 LITE, FAZ SENTIDO COMPRAR? [Hands-On]",2020-02-19T16:00:09Z,https://www.youtube.com/watch?v=jSv8fxe3_KU,18773,307422,Canaltech,1013,1, hoj prec gir torn 2 200 2 399
5925.UgxGfxnyMfIr81WRfAV4AaABAg,2020-09-28T01:19:30Z,ValerioSOE Valerio,Não consegui  apagar um alarme que me desperta todo dia...juro que não achei onde fica esse alarme,0,E8n6fAU4nI0,GALAXY A71: AVANÇOS DISCRETOS para se MANTER RELEVANTE | Análise / Review,2020-02-28T14:46:55Z,https://www.youtube.com/watch?v=E8n6fAU4nI0,6358,186926,TudoCelular,456,-1, nao consegu apag alarm despert tod dia jur nao ache onde fic alarm
5929.Ugy0hr8Dy_BEOcT_kX94AaABAg,2020-06-21T10:25:06Z,Daniel sma,"Tiago Ramos sem dúvida um dos melhores a dar informação sobre tecnologia, e que ajuda bastante na hora de comprar um smartphone, a mim ajudou muito. Obrigado pelo trabalho e partilha. Abraço",0,WExKQvcFWNc,Mi 10 MAIS BARATO💲 Xiaomi Mi 10 Lite 5G🔥,2020-06-18T16:08:44Z,https://www.youtube.com/watch?v=WExKQvcFWNc,2161,55065,Tiago Ramos,218,1, tiag ram duv melhor dar informaca sobr tecnolog ajud bastant hor compr smartphon mim ajud obrig trabalh partilh abrac
5930.UgxnNZty4uIRE21Oaot4AaABAg,2021-06-08T02:28:30Z,Thays Santos,"Philco, vá fazer microondas q é melhor",0,HmaRL18FqUU,Um Smartphone BARATO com 128GB no BRASIL? Esse PHILCO HIT P10 é bom? Unboxing e Impressões,2021-03-15T14:15:01Z,https://www.youtube.com/watch?v=HmaRL18FqUU,21290,240946,Gesiel Taveira,1472,-1, philc va faz microond melhor
