comment-id,comment-date,comment-author,comment,comment-likes,video-id,video-title,video-date,video-link,video-likes,video-views,video-channel,video-comment-count
4724.UgylNFLf04IPK-Inr_B4AaABAg,2021-04-06T21:27:27Z,Leonardo Da Silva Ferreira,Dislike pq fica sempre muito tempo falando de câmeras,0,qQmNUmdTATo,LG Velvet é BOM MESMO? O maior acerto da LG em 2020? Alguns Dias de Uso,2020-11-14T15:00:25Z,https://www.youtube.com/watch?v=qQmNUmdTATo,13044,143075,Gesiel Taveira,886
4725.Ugzn6Gen0WWmy4JzkTt4AaABAg,2021-04-13T03:19:35Z,Edson Sousa,O pessoal da poco deveria ter investido em uma tela amoled em vez de uma de 120Htz,0,NpQGI6Tlur4,POCO X3 NFC: TELA 120 Hz é suficiente para ter um BOM CELULAR GAMER? | Análise / Review,2020-12-02T00:01:12Z,https://www.youtube.com/watch?v=NpQGI6Tlur4,4825,82927,TudoCelular,717
4726.Ugx1voB4Z7hKAcnb6ON4AaABAg,2020-08-02T01:59:29Z,Gabriel Angelo De Melo Pires,Se zenfone 6 tievsse oled por esse preço não tinha concorrente!,0,wHLWf5xzwWQ,MOTOROLA EDGE PLUS mostra que CUSTA CARO voltar ao TOPO | Análise / Review,2020-07-21T16:03:55Z,https://www.youtube.com/watch?v=wHLWf5xzwWQ,4090,79732,TudoCelular,392
4727.UgzzXwlnrxfbVqHXXWd4AaABAg,2021-03-05T01:22:55Z,Vall Guittar,"Qual a melhor câmera frontal custo benefício tipo m31,a51, X3 etc? Grato",0,9Ds0BahdQd4,Motorola ONE FUSION PLUS é melhor que o MOTO G9 PLUS? Qual comprar? Veja esse COMPARATIVO!,2020-09-27T16:40:00Z,https://www.youtube.com/watch?v=9Ds0BahdQd4,21906,236203,Gesiel Taveira,1395
4728.UgzEVMevAG4pJ9MGM7h4AaABAg,2020-11-12T17:44:53Z,Vinni,Ele esquenta mt?,0,hcmQZd2Ff3g,"SAMSUNG GALAXY M31 - 63 DIAS DE USO, CHEGA NÉ???",2020-10-15T13:30:03Z,https://www.youtube.com/watch?v=hcmQZd2Ff3g,4203,64729,Linuxbrs,617
4729.Ugz3-4qAMjIz3MofK794AaABAg,2021-04-21T20:39:05Z,서 윤Seo-Yun,tenho um iphone 12 mini ;___:,0,q0h8ynH-9FM,"TUDO sobre os iPhone 12, Mini, Pro e Pro Max | O QUE MUDOU?",2020-10-14T01:00:04Z,https://www.youtube.com/watch?v=q0h8ynH-9FM,51187,793848,Canaltech,2289
4730.Ugw5eqkBE-7nig-sq714AaABAg,2021-05-13T12:18:25Z,Maria Aparecida Gabriel,Se Deus quiser vou comprar o meu,0,9T0kwmn_hVU,REDMI NOTE 9S TÁ NA MÃO ! O Maior SUCESSO da XIAOMI !,2020-04-01T21:00:05Z,https://www.youtube.com/watch?v=9T0kwmn_hVU,51734,840887,K Tech,2601
4731.UgyomEo7v5i2n65Mihh4AaABAg,2020-08-16T01:27:59Z,PEDRO7,"O meu começou a esquentar pra caramba, não sei o pq",0,SxUJmZXlE-o,Galaxy Note 10+ (o melhor Samsung de 2019) [Análise/Review],2019-09-12T15:00:05Z,https://www.youtube.com/watch?v=SxUJmZXlE-o,19726,385632,Canaltech,537
4732.UgxG2bwIjiHymEVvr-t4AaABAg,2021-05-01T14:12:40Z,Luísa Vargas,Eu aq com o de 6GB 🥺,0,mp_aDo-uH6I,"Xiaomi Mi 10T e 10T Pro, valem a pena ou não? [Análise/Review]",2021-01-27T14:00:53Z,https://www.youtube.com/watch?v=mp_aDo-uH6I,7419,128625,Canaltech,495
4733.Ugy6_-mBupZf15mCsJZ4AaABAg,2021-04-02T19:54:59Z,Eduardo RD,Comprei tem duas semanas e estou gostando de mais! Valeu a pena a comprar.,2,Su7pXca7gqE,SE tem MELHOR eu DESCONHEÇO - POCO X3 NFC ANÁLISE [ Review ] COMPLETA !,2020-11-02T22:00:05Z,https://www.youtube.com/watch?v=Su7pXca7gqE,16330,213979,K Tech,1603
4734.UgyquPK4_Ptj_mJv2zl4AaABAg,2020-11-11T02:04:17Z,Thayson Silva,da pra entrar em app de banco com a digital na lateral do xiaomi 9s????,0,3RUa12gYXek,A MELHOR ESCOLHA ! XIAOMI REDMI NOTE 9s ANÁLISE [ Review ] COMPLETA !,2020-06-10T22:00:00Z,https://www.youtube.com/watch?v=3RUa12gYXek,17706,227947,K Tech,1234
4735.UgwXzCz6F-wbe-IxsOZ4AaABAg,2020-07-01T16:48:07Z,Neto Sampaio,"Falta do NFC não é problema, pois é pouco usado no Brasil, nas lojas na hora do pagamento .",13,2p_i0hemb4E,REDMI NOTE 9S: MELHOR CUSTO-BENEFÍCIO da nova família da XIAOMI | Análise / Review,2020-06-29T23:32:20Z,https://www.youtube.com/watch?v=2p_i0hemb4E,5045,154051,TudoCelular,469
4736.UgwlK3yrqbLh_KJqYo54AaABAg,2020-12-28T22:46:17Z,Cezar Meireles,A gaveta é tripla,0,OM3y5Aj87FU,"Samsung Galaxy A71: um intermediário completo, interessante e caro [Análise/Review]",2020-03-13T00:00:06Z,https://www.youtube.com/watch?v=OM3y5Aj87FU,31874,511193,Canaltech,1064
4737.Ugy-G12jFXFL_6yUaBV4AaABAg,2020-10-29T20:30:17Z,Will Oliveira,Eu acho legal essas laterais bem elegante e que bom ver algumas marcas voltando aos celulares menores,0,kEn-f2BN-Vw,IPHONE 12: HANDS ON!,2020-10-27T14:46:16Z,https://www.youtube.com/watch?v=kEn-f2BN-Vw,10613,182232,Loop Infinito,721
4738.UgziuWLpwbFxa1sJ26Z4AaABAg,2020-10-27T20:29:43Z,umbra exe,Valeu,2,AqpQjThAYtU,ROG Phone: o smartphone gamer da ASUS [Análise / Review],2019-02-06T17:26:00Z,https://www.youtube.com/watch?v=AqpQjThAYtU,7394,85574,Canaltech,245
4739.Ugxf19blIjjYlcTJ4vB4AaABAg,2020-11-27T21:13:44Z,IRMÃOS PIPA,Hnkn,0,vv64fA7bf7Y,Samsung Galaxy S20 REVIEW: ótimo custo-benefício a longo prazo – TecMundo,2020-09-09T15:05:38Z,https://www.youtube.com/watch?v=vv64fA7bf7Y,10765,239841,TecMundo,681
4740.UgyEpa34YElVLCLauCx4AaABAg,2021-01-10T14:20:38Z,Yuri Almeida,Vc sabe como deixar a tela cheia quando ela estiver deitada?,0,6NgZeAQLdqA,LG K22 é bom? Vale a Pena? Análise Completa,2020-09-30T21:00:00Z,https://www.youtube.com/watch?v=6NgZeAQLdqA,3507,132714,Canal É Bom?,817
4741.UgwrN--KXcBRaM4NcEx4AaABAg,2020-11-28T12:13:21Z,ISAAC JÚNIOR,Traseira em policarbonato cabeça 😅,0,z68-Fbg6geo,Samsung GALAXY S20 FE 5G [ SNAPDRAGON EDITION ] está um SHOW !,2020-09-30T22:00:15Z,https://www.youtube.com/watch?v=z68-Fbg6geo,11826,184840,K Tech,1073
4742.UgwjqcCqNJxOSv7YTQB4AaABAg,2021-01-08T11:03:40Z,ARTICO_DO_GRAU,"Melhor vídeo dizendo se roda liso  e bateria junto muito obg pelo seu trabalho mas  eu acho que tipo vcs poderiam fazer uma analize de quanto tempo ele vai conseguir rodar liso asim tipo a71 "" ele roda liso agr e daqui uns 3 anos tb vai rodar "" entedeu e por favorzinho faz o m51",0,f0HlKgYGg5A,Samsung Galaxy A71 é bom em jogos? Roda Liso?,2020-06-16T22:50:10Z,https://www.youtube.com/watch?v=f0HlKgYGg5A,11444,99131,Oficina da Net,726
4743.Ugx6sQldG-5BRVN7wgh4AaABAg,2021-03-27T13:38:21Z,Bruno Gomes Moura,"Bom dia, tem como espelhar a tela com ele?",0,sGUB3oX00Mk,LG K22 / K22+ | Mais um LANÇAMENTO que ESTÁ AQUI! Unboxing e Impressões,2020-09-25T00:05:05Z,https://www.youtube.com/watch?v=sGUB3oX00Mk,10393,249931,brasiliGEEKS,1512
4744.UgxN_7xR9rTyTAwPn2t4AaABAg,2021-03-04T01:55:12Z,Rodrigo Souza,No Brasil ele é a melhor opção até 2000 reais!,0,wD0qY5ADNZY,Samsung Galaxy M51 - 7.000mah e Snapdragon 730G! Unboxing e Review Inicial Português Brasil,2020-10-05T21:00:15Z,https://www.youtube.com/watch?v=wD0qY5ADNZY,4925,72178,Authenti Tech,439
4745.UgwuA2QO2u2DyoruW2B4AaABAg,2021-04-05T22:26:18Z,Degou RJ,CORRIGINDO: ELE TEM IP68 E NÃO IP67,0,_latHaWdBS0,iPhone 12 - a APPLE fez um ótimo trabalho nesse SMARTPHONE! Mas VALE A PENA? Alguns Dias de Uso,2021-01-20T15:31:01Z,https://www.youtube.com/watch?v=_latHaWdBS0,13816,182303,Gesiel Taveira,1190
4746.UgwERtvNIh54pgZSlM14AaABAg,2021-05-13T19:20:46Z,Wilson Almeida,"Celular  lixo do cápeta ,esse é ruim do inferno , estou falando do Exynos é uma vergonha uma sacaram q a Samsung fez com o consumidor.",0,JLESC_njEyo,"GALAXY S20 FE: TOP ""BARATO"" Samsung TEM QUASE TUDO que os fãs procuram | Análise / Review",2020-11-13T00:07:02Z,https://www.youtube.com/watch?v=JLESC_njEyo,6794,143533,TudoCelular,566
4747.Ugyi_IijAKdOl20eJmN4AaABAg,2021-06-01T18:07:36Z,Leo Junior,"Alguém sabe me dizer se essa câmera sobe/desce dá problema de não descer/subir, a longo prazo?",0,jzZLMpG59xs,MOTOROLA ONE FUSION PLUS! Sem DÚVIDA o REI do CUSTO BENEFÍCIO da MOTOROLA! REVIEW!,2020-09-21T21:15:04Z,https://www.youtube.com/watch?v=jzZLMpG59xs,7573,117468,Be!Tech,746
4748.UgynBXZwioCtwRkVxn14AaABAg,2020-11-26T15:55:10Z,PENÉLOPE CHARMOSA,Muito bom o vídeo gostei muito,0,34hjRzCIk8g,Galaxy A10s vs. A20s vs. A30s [Comparativo],2020-01-24T00:00:00Z,https://www.youtube.com/watch?v=34hjRzCIk8g,30947,527370,Canaltech,2074
4749.UgySBpcAT91rTdSncNp4AaABAg,2021-02-04T23:13:15Z,Junio Rodrigues,Navio no mar macaco na proa quem falar que o celular é ruim a tabaca da mulher avoa 🤣🤣🤣🤣🤣 avoa avoa sobe que nem um foguete e depois cai no meu cacete,0,4AXbgJWOBVc,"Samsung Galaxy A10s: um pouco diferente, mas nada melhor [Unboxing/Hands-on]",2020-01-20T16:00:01Z,https://www.youtube.com/watch?v=4AXbgJWOBVc,11982,231758,Canaltech,837
4750.Ugw-eXrOZMJ69eBMZZh4AaABAg,2020-10-26T19:25:07Z,Adriano Diogenes,"Atualmente ele pode ser encontrado abaixo de 2000, será se na Black Friday ele vai tá custando quanto?",0,tR6BBimHbe8,"GALAXY NOTE 10 LITE, pague MAIS e leve MENOS [Análise/Review]",2020-03-11T00:00:09Z,https://www.youtube.com/watch?v=tR6BBimHbe8,13823,233421,Canaltech,892
4751.UgxOvO7nb25kZdLzjbZ4AaABAg,2020-07-07T13:17:12Z,Lucas Damian,"Julho de 2020 aqui. ;Queria o note, mas continua com um preço do caralho ainda. ;Talvez eu volte em julho de 2021 pra ver se tá com preço acessível.",1,SxUJmZXlE-o,Galaxy Note 10+ (o melhor Samsung de 2019) [Análise/Review],2019-09-12T15:00:05Z,https://www.youtube.com/watch?v=SxUJmZXlE-o,19726,385632,Canaltech,537
4752.UgypBFDQfZiNpPw6T-V4AaABAg,2021-05-20T03:54:28Z,Lívia Caproni Moreira,Ele é melhor que o m31? A diferença de preço esta pequena entre eles,0,hcmQZd2Ff3g,"SAMSUNG GALAXY M31 - 63 DIAS DE USO, CHEGA NÉ???",2020-10-15T13:30:03Z,https://www.youtube.com/watch?v=hcmQZd2Ff3g,4203,64729,Linuxbrs,617
4753.UgwmaO7TUvfhwlkgrC14AaABAg,2019-09-18T19:42:51Z,André Luis,Prefiro fica com meu note 9 pq meu dinheiro eu n planto em arvore pra enfia na bunda da samsung todo ano,0,bY5RzhrwmFQ,GALAXY NOTE 10 PLUS: MELHOR celular SAMSUNG de 2019... para comprar em 2020 | Análise / Review,2019-09-18T00:45:38Z,https://www.youtube.com/watch?v=bY5RzhrwmFQ,2824,71177,TudoCelular,212
4754.Ugy2klvWvym_RbYd80p4AaABAg,2021-06-07T23:49:14Z,Evah Fyah,"Oi ...;Boa noite, tô em dúvida, qual o melhor, se o a20s ou moto e 7 Plus?",2,MywBmKaRyRc,MOTO E7 PLUS - 4 MOTIVOS PARA COMPRAR E 4 PARA NÃO COMPRAR!!! 💸,2021-04-01T21:26:11Z,https://www.youtube.com/watch?v=MywBmKaRyRc,3388,50056,DicioTech - Por Gabriell Dassi,622
4755.UgwgK9pZCFOLXZcrViN4AaABAg,2021-05-09T10:42:24Z,•Riki Hyuna•,Eu acho que  o  celular atualizou então,0,3no1FdndZiU,GALAXY A10s - Mais um ERRO da SAMSUNG?! Unboxing e Impressões,2020-01-12T13:50:01Z,https://www.youtube.com/watch?v=3no1FdndZiU,46174,736435,Gesiel Taveira,3811
4756.Ugyeo3ncTGsl4Ya9XdV4AaABAg,2021-03-29T06:37:07Z,iza Santos,Agora eu posso dizer.. assistindo com meu Motorola one fusion plus,0,MR7kfsi2qkM,"Motorola One Fusion+, o BRANQUINHO MAIS LINDO de 2020? Unboxing e Impressões",2020-08-06T16:35:01Z,https://www.youtube.com/watch?v=MR7kfsi2qkM,34564,474458,Gesiel Taveira,1748
4757.UgxeT64YgEXm8GrR7Rx4AaABAg,2018-03-12T23:07:12Z,Alice Graciano,"GENTE, ME AJUDA ;Eu quero muito sair do Android, fui em uma loja comprar um iPhone  SE, chegando lá o cara que vende disse que eu iria me arrepender, que iPhone só da problema...;Moto G5S Plus ou iphone SE?;Iphone é mesmo só status?",2,al5r88qwApI,Apple iPhone SE [Review] - TecMundo,2016-05-25T22:13:13Z,https://www.youtube.com/watch?v=al5r88qwApI,16259,575158,TecMundo,1356
4758.UgzAn6HllQddTmp64MF4AaABAg,2020-10-13T18:45:04Z,Luciano Silva de Oliveira,"@escolhasegura, Boa tarde, vcs acham que vale a pena trocar o s9 plus pelo s20 plus?",0,28ZkdMKJ71Q,SAMSUNG GALAXY S20 PLUS vale a pena? | Análise / Review Completo,2020-04-01T21:30:00Z,https://www.youtube.com/watch?v=28ZkdMKJ71Q,11817,261829,EscolhaSegura,765
4759.UgwgsgzQEBAcKvVBHG94AaABAg,2021-04-22T17:08:36Z,Pedro Saraiva,Comprei esse telefone a um tempo e estou usando da forma que ele veio mesmo... Aos poucos arranhando a tela. Ele já vem com película mesmo? Qual valor da troca dessa película ?,0,85eTN4iyoxY,"REDMI 9, o verdadeiro XIAOMI bom e barato? Vale a pena COMPRAR esse SMARTPHONE pra VOCÊ? Olha isso!",2020-08-30T16:30:00Z,https://www.youtube.com/watch?v=85eTN4iyoxY,25810,365530,Gesiel Taveira,2416
4760.UgwwzQmAlMD7Zc2ikxN4AaABAg,2021-05-22T19:06:46Z,Fa'brycio Sa'llys,"Já vem com Android 11 ou não?;Se não, será que terá atualização do Android 11 pra ele?",0,efbnQ2I3zIg,CHEGOU! Motorola MOTO G9 POWER com FORÇA TOTAL? Unboxing e Impressões,2020-12-10T12:00:09Z,https://www.youtube.com/watch?v=efbnQ2I3zIg,34967,419324,Gesiel Taveira,1907
4761.Ugy3vAkK9wpuQefPrFp4AaABAg,2021-06-24T18:25:13Z,Higor Lacerda,E também é removível,0,RMSxGd9VMoQ,iPHONE SE (2020) vale a pena? ANÁLISE FINAL!!,2020-08-22T14:00:07Z,https://www.youtube.com/watch?v=RMSxGd9VMoQ,15406,356706,Matheus Kise,1349
4762.UgyF1lQ-lQvtVanafwt4AaABAg,2020-12-06T00:05:02Z,Geovanni silva,"Esse note10 lite aqui em Pernambuco shopping tacaruna lojas big bom preço tá por 1,999 a71 por 2,500",1,oUD2D8w1TIw,"GALAXY A71 vs NOTE 10 LITE: INTERMEDIÁRIO PREMIUM enfrenta ""TOP DE LINHA"" com S PEN | Comparativo",2020-06-14T14:04:30Z,https://www.youtube.com/watch?v=oUD2D8w1TIw,7952,147243,TudoCelular,630
4763.Ugxymgq_AF0eHBenzfF4AaABAg,2020-10-21T12:03:16Z,Kaemii,"Ia comprar o note, mas ele vem com exynos :/",0,oUD2D8w1TIw,"GALAXY A71 vs NOTE 10 LITE: INTERMEDIÁRIO PREMIUM enfrenta ""TOP DE LINHA"" com S PEN | Comparativo",2020-06-14T14:04:30Z,https://www.youtube.com/watch?v=oUD2D8w1TIw,7952,147243,TudoCelular,630
4764.UgwxV1LgmdBYzVqZWEB4AaABAg,2020-11-07T09:16:36Z,jeffeson Emanoel,3 meses e ainda tá por 1700,1,787sfe8R__w,"Samsung Galaxy M31, a linha ""acessível"" VOLTOU? [Unboxing/Hands-on]",2020-07-16T16:00:02Z,https://www.youtube.com/watch?v=787sfe8R__w,17548,158365,Canaltech,1242
4765.Ugw1Nhgp77Kd3jbcM8F4AaABAg,2020-12-12T00:25:05Z,AloneNatsuyaTanker,A mano vou comprar um so pq e barato queria outra opcao pra comprar,1,4AXbgJWOBVc,"Samsung Galaxy A10s: um pouco diferente, mas nada melhor [Unboxing/Hands-on]",2020-01-20T16:00:01Z,https://www.youtube.com/watch?v=4AXbgJWOBVc,11982,231758,Canaltech,837
4766.Ugwu4PfFlfZXnoMmpJV4AaABAg,2021-06-30T03:46:07Z,Guilherme Da Silva,"""Moto fia duma égua"" 😂😂😂😂",1,qQmNUmdTATo,LG Velvet é BOM MESMO? O maior acerto da LG em 2020? Alguns Dias de Uso,2020-11-14T15:00:25Z,https://www.youtube.com/watch?v=qQmNUmdTATo,13044,143075,Gesiel Taveira,886
4767.Ugyw0MoJFmGZTVL6O7R4AaABAg,2021-04-19T22:39:25Z,Adriana nonato,A bateria não dura tanto assim.,0,v5TrkKvVDfs,GALAXY A71! Um dos MAIS COMPLETOS e DESEJADOS da SAMSUNG! É BOM MESMO!? UNBOXING!,2020-06-20T14:56:52Z,https://www.youtube.com/watch?v=v5TrkKvVDfs,15689,326460,Be!Tech,1381
4768.UgwdMYAD1i1XhzFtmXR4AaABAg,2021-05-30T15:05:56Z,#Hacker Anônimo🅥,"O meu e 128 GB, o meu e redmi 9",1,k2xA73AtCUE,Xiaomi Redmi Note 9 vs Redmi 9 - ENTENDA QUAL O MELHOR PRA VOCÊ! QUAL COMPRAR? TEM MUITA DIFERENÇA?,2020-10-08T17:45:01Z,https://www.youtube.com/watch?v=k2xA73AtCUE,32003,450403,Gesiel Taveira,2621
4769.UgyzANSwQiFCzOcVatJ4AaABAg,2021-02-23T21:27:54Z,Junior Games,Com 10 segundos já descarregou de 100% pra 95 e caindo rapidamente,0,4AXbgJWOBVc,"Samsung Galaxy A10s: um pouco diferente, mas nada melhor [Unboxing/Hands-on]",2020-01-20T16:00:01Z,https://www.youtube.com/watch?v=4AXbgJWOBVc,11982,231758,Canaltech,837
4770.UgxHDrB8p8oW7bFcqXd4AaABAg,2020-09-22T01:40:20Z,Sophia para Status,"Uma coisa q eu odeio na motprola e a demora dele ligar, esse tb e assim gente ?",0,qwn3cekn7yQ,Chegou! MOTOROLA ONE FUSION PLUS - QUE COR LINDA e CÂMERA POP UP! #UNBOXING,2020-07-27T23:08:46Z,https://www.youtube.com/watch?v=qwn3cekn7yQ,14512,215033,TukEmperial,996
4771.Ugze_iSph5BXcuabwwd4AaABAg,2021-05-06T11:52:16Z,John lenon Melo,"Qual vale mais a pena comprar o iPhone 12 pro ou S21 ultra na sua opinião ❓;Sou muito exigente em câmeras, tela e desempenho qual você me recomendaria?",0,6LwYbm71AJM,Review GALAXY S21 ULTRA! Agora sim a SAMSUNG fez o que DEVERIA ter FEITO! Análise completa!,2021-04-07T22:00:01Z,https://www.youtube.com/watch?v=6LwYbm71AJM,5287,91701,Be!Tech,430
4772.UgxCbOPLm7rwSrQ5-oB4AaABAg,2020-12-04T21:48:29Z,Paulo vitor Dondoni,e a câmera estraga não???? tipo trava???,0,F3WsSoo7TR8,MOTOROLA ONE FUSION PLUS! MUITOS ACERTOS em VÁRIOS SENTIDOS! BOA MOTOROLA! UNBOXING!,2020-08-03T21:10:48Z,https://www.youtube.com/watch?v=F3WsSoo7TR8,9967,200034,Be!Tech,1083
4773.UgxzmErtqQ_8KMa-FIF4AaABAg,2021-06-20T17:03:45Z,anonimo do youtube,"O meu é 800mb de memoria ram e nao reclamo... Brincadeira, reclamo sim kkk",0,MAlHxOtQI9I,A LG forçou a barra com esse K22! E acho que VOCÊ também não vai gostar,2020-09-13T16:40:00Z,https://www.youtube.com/watch?v=MAlHxOtQI9I,26878,498332,Gesiel Taveira,3822
4774.Ugw_W3b3m6RjqTpwHs94AaABAg,2019-08-12T13:07:37Z,M Victor,Ce parece o porquinho da tele sena,0,INTqBVNe0Ic,GALAXY NOTE 10: ainda mais poderoso [Hands-On],2019-08-07T20:00:02Z,https://www.youtube.com/watch?v=INTqBVNe0Ic,20928,407216,Canaltech,498
4775.UgyB7z1o_HiIrTDFRr14AaABAg,2020-11-23T17:58:35Z,Cleonice Barros,"Essa Black Friday tá uma b@$+@ comprei por 1999,00 dia 20/11, no Magazine está mais de 2.200,00 :(",1,0bpOnYeaLE0,CHEGOU! Galaxy NOTE 10 LITE! Seria ele uma boa opção mesmo? Comprei por menos de R$2.000! 😍Unboxing!,2020-09-17T17:17:44Z,https://www.youtube.com/watch?v=0bpOnYeaLE0,12159,148718,Jersu,1418
4776.UgzR4d10RD0MiKtLMhZ4AaABAg,2021-02-27T17:45:07Z,Ramon Barreto,"Deixei de comprar por causa da traseira dele! Horrível demais,optei pelo 9s mais bonito!",0,Y_qrZIP5qbc,POCO X3 NFC! O REI do CUSTO BENEFÍCIO dos GAMERS! Tela de 120hz com PREÇO bom DEMAIS! Unboxing!,2021-01-25T20:56:13Z,https://www.youtube.com/watch?v=Y_qrZIP5qbc,6633,90917,Be!Tech,679
4777.UgyDMEHcy4FykwcftoB4AaABAg,2021-05-21T02:45:39Z,lucas Gomes,Esse celular e. Um cu quadrado me arrependo de compra essa merda não roda nada só jogo de merda,0,ACENQ2gehvM,LG K22 + | VALE A PENA? PARA QUEM É?,2020-10-21T06:21:07Z,https://www.youtube.com/watch?v=ACENQ2gehvM,2649,75679,Área Tech,475
4778.UgwqWD0ixNT9aFg37A94AaABAg,2021-04-29T17:21:10Z,Ednaldo Santos,Anuncio do peter jordan do ei nerd kkkkkk,0,85eTN4iyoxY,"REDMI 9, o verdadeiro XIAOMI bom e barato? Vale a pena COMPRAR esse SMARTPHONE pra VOCÊ? Olha isso!",2020-08-30T16:30:00Z,https://www.youtube.com/watch?v=85eTN4iyoxY,25810,365530,Gesiel Taveira,2416
4779.UgxPnYw_uaOaUXV5AZp4AaABAg,2021-06-14T15:09:22Z,juliette jujú peixinho a fofa da superação  ✓,Grava vidio frontal como flash ligado?,0,JzYg8JAHhh8,"Moto G9 Power, ENORME na BATERIA e TAMANHO",2020-12-10T12:00:05Z,https://www.youtube.com/watch?v=JzYg8JAHhh8,15636,247528,Canaltech,893
4780.Ugy-ffFl3bckStDY7ZB4AaABAg,2021-01-10T00:39:11Z,artur faust,Kkkkkkkk já comprei uma tela enorme,1,2ips8zW15Tg,"Galaxy A71, esse SAMSUNG VALE a PENA? Será uma boa opção pra VOCÊ?",2020-05-11T16:00:01Z,https://www.youtube.com/watch?v=2ips8zW15Tg,31820,301674,Gesiel Taveira,2335
4781.UgxldLbipNOZxV9HGip4AaABAg,2020-10-30T00:38:07Z,tharlison,"É eu aqui, com meu gram prime kskskkkkzks com 1gb ram é 8 de memória kskskhksksk",14,BLIhZ77JggI,"Samsung Galaxy A10, o mais Galaxy J de 2019",2019-07-26T22:45:00Z,https://www.youtube.com/watch?v=BLIhZ77JggI,32199,606401,Canaltech,2097
4782.UgwjdaxDCXHYZrDwXK54AaABAg,2020-08-29T13:32:10Z,Breno César,Compara com o mi note 10 lite!,0,jZczt1PbTQ4,MELHOR e MAIS BARATO intermediário PREMIUM ! XIAOMI MI 10 LITE 5G ANÁLISE [ Review ] COMPLETA !,2020-08-21T22:00:16Z,https://www.youtube.com/watch?v=jZczt1PbTQ4,6492,115068,K Tech,482
4783.UgzDh5seM18gAh-hE0x4AaABAg,2021-06-15T16:22:32Z,Heitor Eduardo Ramos Leodoro,Eu com meu moto 7 plus assistindo,0,Tkca_FXdzqY,"MOTO E7 PLUS! O mais ""BASICÃO"" da MOTOROLA EVOLUIU e FICOU BEM INTERSSANTE! UNBOXING!",2020-10-03T19:26:53Z,https://www.youtube.com/watch?v=Tkca_FXdzqY,11223,250855,Be!Tech,1632
4784.UgxKDLGaLhorsNbhl6h4AaABAg,2020-09-12T01:06:36Z,Vinicius Rezende,"É caro demais, mas verdade seja dita: pra quem tem grana, esse é o melhor celular possível da atualidade. Parabéns para a Motorola por este grande acerto. Não trocaria um desses por nenhum Galaxy S ou iPhone, e falo sério. Pena que eu sou apenas uma pessoa comum... Ou seja, nunca vou ter grana sobrando para tais ""investimentos"" rsrsrsrsrsrs",0,03OQm-ygWNg,Motorola Edge+: 5 motivos para COMPRAR e NÃO comprar,2020-09-11T16:00:01Z,https://www.youtube.com/watch?v=03OQm-ygWNg,7971,82975,Canaltech,303
4785.UgxUx5v-Ysp7bi629TN4AaABAg,2021-03-08T15:51:19Z,Hugo Sena,Adorei a camisa! 😍,0,ELMiQB2uvho,USO REAL ☀️do GALAXY S21 ULTRA na última semana // OPINIÃO,2021-02-21T17:00:05Z,https://www.youtube.com/watch?v=ELMiQB2uvho,6449,75732,EscolhaSegura,395
4786.UgxtCQZaeRBLSEp3vvZ4AaABAg,2021-03-11T15:29:11Z,Felipe Oliver,Quem que copia quem Samsung ou lg,0,sGUB3oX00Mk,LG K22 / K22+ | Mais um LANÇAMENTO que ESTÁ AQUI! Unboxing e Impressões,2020-09-25T00:05:05Z,https://www.youtube.com/watch?v=sGUB3oX00Mk,10393,249931,brasiliGEEKS,1512
4787.UgwNbpmOmp6HZQqZhB14AaABAg,2021-05-29T05:20:14Z,Shiro Akuno,"2400 hj na magazine, 29 de maio",0,remCWJl6BLg,"LG Velvet, um ACERTO de ALTO nível? [Unboxing/Hands-on]",2020-09-17T14:00:08Z,https://www.youtube.com/watch?v=remCWJl6BLg,21197,250141,Canaltech,1455
4788.UgzOiWTtXFUAgW6MIex4AaABAg,2021-04-27T15:15:11Z,Lucas Carneiro,"Sobre o ""impacto ecológico"";Vocês jantaram ! Amei ver que um canal grande como o de vocês não se importaram em falar a verdade, fora que esses displays são extremamentes impossíveis de encontrar, o que automaticamente, deixa inviável o conserto. Essa retirada de carregadores usando como presuposto, o meio ambiente NÃO COLA. ;Okay Samsung e Apple.",1,_txy5ouAG6s,Galaxy S21 Ultra: a Samsung ACERTOU no ZOOM dessa vez [Análise/Review],2021-02-09T14:00:31Z,https://www.youtube.com/watch?v=_txy5ouAG6s,18174,441207,Canaltech,976
4789.UgwIl5O9QU6I_jW9Y2x4AaABAg,2021-02-13T22:20:58Z,Brunno Rodrigues,Melhor review! Mas a traseira não era de plástico fosco?,1,Cyk-tDl3NNM,Samsung Galaxy S21 Ultra - Review Tecnoblog,2021-02-09T14:00:16Z,https://www.youtube.com/watch?v=Cyk-tDl3NNM,3321,58869,Tecnoblog,205
4790.Ugw32RFPM5-DBS5M5-x4AaABAg,2018-03-13T03:39:44Z,Danny,Uma dúvida.  E normal sair o som apenas de um lado em baixo.??,0,nB1u7Ivc12w,Análise: iPhone SE | Review do Tudocelular.com,2016-06-24T01:32:36Z,https://www.youtube.com/watch?v=nB1u7Ivc12w,3901,152934,TudoCelular,399
